,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by
1738,Kurozuka,TV (12 eps),Oct 2008 - Dec 2008,"93,861 ","Action, Drama, Horror, Romance, Sci-Fi",Tuesdays at 22:00 (JST),Mill Creek Entertainment,304,1955,6.881,https://myanimelist.net/anime/5039/Kurozuka,"31,530"
1739,Moshidora,TV (10 eps),Apr 2011 - May 2011,"21,356 ","Drama, Sports",Mondays at 22:55 (JST),"None found, add some",20,4335,6.881,https://myanimelist.net/anime/9693/Moshidora,"8,797"
1740,Nakanohito Genome [Jikkyouchuu],TV (12 eps),Jul 2019 - Sep 2019,"123,839 ","Comedy, Drama",Sundays at 22:00 (JST),Funimation,563,1595,6.881,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu,"51,706"
1741,Noblesse,TV (13 eps),Oct 2020 - Dec 2020,"267,031 ","Action, Supernatural",Thursdays at 00:00 (JST),"None found, add some","1,119",810,6.881,https://myanimelist.net/anime/41345/Noblesse,"113,504"
1742,Renkin San-kyuu Magical? Pokaan Specials,Special (3 eps),Jun 2006 - Oct 2006,"7,210 ","Action, Adventure, Fantasy",Saturdays at 17:35 (JST),Funimation,414,1084,6.881,https://myanimelist.net/anime/1489/Renkin_San-kyuu_Magical_Pokaan_Specials,"74,885"
1743,Sora no Method: Aru Shoujo no Kyuujitsu★,Special (1 eps),Jul 2015 - Jul 2015,"9,859 ","Action, Comedy",Fridays at 01:20 (JST),Aniplex of America,861,1558,6.881,https://myanimelist.net/anime/30919/Sora_no_Method__Aru_Shoujo_no_Kyuujitsu%E2%98%85,"47,007"
1744,Tennis no Ouji-sama: The Band of Princes Film Kick the Future,Music (1 eps),Dec 2003 - Dec 2003,"5,263 ","Action, Comedy, Ecchi",Unknown,"Discotek Media, Geneon Entertainment USA",592,1165,6.881,https://myanimelist.net/anime/6749/Tennis_no_Ouji-sama__The_Band_of_Princes_Film_Kick_the_Future,"88,382"
1745,PopoloCrois,TV (26 eps),Oct 2003 - Mar 2004,"2,008 ","Adventure, Comedy, Fantasy",Unknown,4Kids Entertainment,16,3697,6.871,https://myanimelist.net/anime/592/PopoloCrois,"15,414"
1746,Reikenzan: Eichi e no Shikaku,TV (12 eps),Jan 2017 - Mar 2017,"43,392 ","Adventure, Fantasy",Unknown,"None found, add some",2,10417,6.871,https://myanimelist.net/anime/33019/Reikenzan__Eichi_e_no_Shikaku,638
1747,s.CRY.ed Alteration I: Tao,Movie (1 eps),Nov 2011 - Nov 2011,"4,988 ","Comedy, Fantasy",Sundays at 00:00 (JST),"None found, add some",59,3052,6.871,https://myanimelist.net/anime/10592/sCRYed_Alteration_I__Tao,"17,961"
1748,Sonic★the★Hedgehog,OVA (2 eps),Jan 1996 - Jan 1996,"18,271 ","Comedy, Romance, Sci-Fi",Tuesdays at 18:00 (JST),"Funimation, Geneon Entertainment USA",83,3412,6.871,https://myanimelist.net/anime/2263/Sonic%E2%98%85the%E2%98%85Hedgehog,"17,496"
1749,Tsurune Movie: Hajimari no Issha,Movie (1 eps),Aug 2022 - Aug 2022,"16,833 ","Adventure, Drama, Fantasy, Sci-Fi",Thursdays at 01:30 (JST),"Funimation, Bandai Entertainment",231,2295,6.871,https://myanimelist.net/anime/43556/Tsurune_Movie__Hajimari_no_Issha,"34,535"
1750,Aru Nihon no Ekaki Shounen,Movie (1 eps),Mar 2019 - Mar 2019,712 ,"Drama, Romance, Ecchi",Unknown,"None found, add some",39,3397,6.871,https://myanimelist.net/anime/48992/Aru_Nihon_no_Ekaki_Shounen,"15,913"
1751,Bakusou Kyoudai Let's & Go,TV (51 eps),Jan 1996 - Dec 1996,"10,595 ","Comedy, Romance",Saturdays at 17:30 (JST),Funimation,303,1380,6.871,https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go,"67,539"
1752,Black Shout,Music (1 eps),Feb 2017 - Feb 2017,"2,872 ","Action, Adventure, Comedy, Fantasy",Sundays at 09:00 (JST),"None found, add some",150,4481,6.871,https://myanimelist.net/anime/36920/Black_Shout,"3,907"
1753,Cello Hiki no Gauche (1982),Movie (1 eps),Jan 1982 - Jan 1982,"13,735 ","Action, Adventure, Fantasy",Unknown,"None found, add some",553,1158,6.871,https://myanimelist.net/anime/1049/Cello_Hiki_no_Gauche_1982,"84,675"
1754,D.C.II: Da Capo II,TV (13 eps),Oct 2007 - Dec 2007,"35,920 ","Action, Comedy, Romance",Sundays at 00:30 (JST),Aniplex of America,"1,107",1108,6.871,https://myanimelist.net/anime/2595/DCII__Da_Capo_II,"68,348"
1755,Dual! Parallel Runrun Monogatari Special,Special (1 eps),Dec 1999 - Dec 1999,"5,323 ","Drama, Mystery, Sci-Fi",Sundays at 22:00 (JST),Sentai Filmworks,"1,110",649,6.871,https://myanimelist.net/anime/993/Dual_Parallel_Runrun_Monogatari_Special,"162,768"
1756,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,OVA (1 eps),Feb 2011 - Feb 2011,"26,969 ","Horror, Supernatural",Fridays at 00:45 (JST),"None found, add some",42,5591,6.871,https://myanimelist.net/anime/9347/Fortune_Arterial__Akai_Yakusoku_-_Tadoritsuita_Basho,"3,769"
1757,Gokukoku no Brynhildr,TV (13 eps),Apr 2014 - Jun 2014,"324,337 ","Drama, Mystery",Tuesdays at 21:00 (JST),Funimation,347,1724,6.871,https://myanimelist.net/anime/21431/Gokukoku_no_Brynhildr,"34,723"
1758,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,Movie (1 eps),Oct 2018 - Oct 2018,"12,368 ","Comedy, Fantasy, Ecchi",Thursdays at 21:30 (JST),Funimation,"2,432",270,6.871,https://myanimelist.net/anime/35228/Haikara-san_ga_Tooru_Movie_2__Hana_no_Tokyo_Dai_Roman,"392,353"
1759,He Wei Dao x Hui Yeda Xiaojie Xiangyao Wo Gaobai,ONA (2 eps),Oct 2020 - Oct 2020,"9,055 ","Comedy, Romance",Saturdays at 01:25 (JST),"None found, add some","4,806",580,6.871,https://myanimelist.net/anime/44270/He_Wei_Dao_x_Hui_Yeda_Xiaojie_Xiangyao_Wo_Gaobai,"114,860"
1760,Ikebukuro West Gate Park,TV (12 eps),Oct 2020 - Dec 2020,"112,729 ","Comedy, Sci-Fi",Unknown,"None found, add some",26,6166,6.871,https://myanimelist.net/anime/40359/Ikebukuro_West_Gate_Park,"3,698"
1761,King of Prism: Pride the Hero,Movie (1 eps),Jun 2017 - Jun 2017,"4,356 ","Drama, Fantasy, Mystery, Sci-Fi",Saturdays at 08:06 (JST),"None found, add some",67,4506,6.871,https://myanimelist.net/anime/34032/King_of_Prism__Pride_the_Hero,"3,847"
1762,Binbou Shimai Monogatari,TV (10 eps),Jun 2006 - Sep 2006,"20,644 ","Action, Fantasy",Unknown,"None found, add some",219,3307,6.861,https://myanimelist.net/anime/1214/Binbou_Shimai_Monogatari,"19,821"
1763,Feng Yu Zhou,Movie (1 eps),Aug 2018 - Aug 2018,"1,470 ","Action, Comedy, Fantasy, Ecchi",Thursdays at 00:00 (JST),"Funimation, Crunchyroll","1,289",382,6.861,https://myanimelist.net/anime/38489/Feng_Yu_Zhou,"231,328"
1764,Genji Monogatari Sennenki,TV (11 eps),Jan 2009 - Mar 2009,"14,006 ","Comedy, Sci-Fi, Slice of Life",Wednesdays at 18:30 (JST),"Discotek Media, Geneon Entertainment USA",155,3435,6.861,https://myanimelist.net/anime/5155/Genji_Monogatari_Sennenki,"9,991"
1765,"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",OVA (1 eps),Jun 2014 - Jun 2014,"25,488 ","Action, Drama, Sci-Fi",Fridays at 01:28 (JST),Funimation,284,1162,6.861,https://myanimelist.net/anime/22057/Inari_Konkon_Koi_Iroha_Inari_Konkon_Semishigure,"70,698"
1766,IS: Infinite Stratos 2 - Hitonatsu no Omoide,OVA (1 eps),Oct 2013 - Oct 2013,"57,870 ","Action, Fantasy",Sundays at 18:00 (JST),The Pokemon Company International,508,1841,6.861,https://myanimelist.net/anime/20045/IS__Infinite_Stratos_2_-_Hitonatsu_no_Omoide,"54,170"
1767,Karneval Specials,Special (11 eps),Jun 2013 - Nov 2013,"9,694 ","Action, Fantasy",Unknown,"None found, add some",6,11474,6.861,https://myanimelist.net/anime/23425/Karneval_Specials,349
1768,Kodomo no Jikan Recap,OVA (1 eps),Jul 2008 - Jul 2008,"11,987 ","Action, Adventure, Sci-Fi",Saturdays at 17:30 (JST),"ADV Films, Sentai Filmworks",55,4083,6.861,https://myanimelist.net/anime/4786/Kodomo_no_Jikan_Recap,"7,706"
1769,Macross Flash Back 2012,OVA (1 eps),Jun 1987 - Jun 1987,"9,072 ","Fantasy, Slice of Life",Sundays at 08:30 (JST),"None found, add some",4,10793,6.861,https://myanimelist.net/anime/1504/Macross_Flash_Back_2012,576
1770,NieA Under 7,TV (13 eps),Apr 2000 - Jul 2000,"35,059 ","Boys Love, Comedy, Drama",Wednesdays at 23:30 (JST),"Funimation, Crunchyroll","1,062",1464,6.861,https://myanimelist.net/anime/800/NieA_Under_7,"74,083"
1771,Rayearth,OVA (3 eps),Jul 1997 - Nov 1997,"15,283 ","Comedy, Romance, Ecchi",Fridays at 01:00 (JST),Funimation,"1,535",545,6.861,https://myanimelist.net/anime/1954/Rayearth,"212,526"
1772,Sakura Taisen,TV (25 eps),Apr 2000 - Sep 2000,"24,549 ","Comedy, Drama, Slice of Life",Fridays at 02:40 (JST),"None found, add some",37,4396,6.861,https://myanimelist.net/anime/561/Sakura_Taisen,"6,631"
1773,Shika no Ou: Yuna to Yakusoku no Tabi,Movie (1 eps),Feb 2022 - Feb 2022,"24,914 ","Action, Adventure, Sci-Fi",Unknown,"None found, add some",12,7184,6.861,https://myanimelist.net/anime/38015/Shika_no_Ou__Yuna_to_Yakusoku_no_Tabi,"1,985"
1774,Super Lovers,TV (10 eps),Apr 2016 - Jun 2016,"138,294 ","Comedy, Drama, Romance",Unknown,"None found, add some",75,3666,6.861,https://myanimelist.net/anime/31680/Super_Lovers,"11,601"
1775,Tenpou Ibun: Ayakashi Ayashi,TV (25 eps),Oct 2006 - Mar 2007,"16,424 ","Comedy, Fantasy, Horror",Sundays at 09:00 (JST),"None found, add some",11,7625,6.861,https://myanimelist.net/anime/1587/Tenpou_Ibun__Ayakashi_Ayashi,"1,420"
1776,Touch: Cross Road - Kaze no Yukue,Special (1 eps),Feb 2001 - Feb 2001,"3,245 ","Drama, Romance",Fridays at 00:45 (JST),"None found, add some",18,5146,6.861,https://myanimelist.net/anime/1539/Touch__Cross_Road_-_Kaze_no_Yukue,"3,478"
1777,Yu☆Gi☆Oh! Zexal Second,TV (73 eps),Oct 2012 - Mar 2014,"37,482 ","Adventure, Sci-Fi",Unknown,"None found, add some",11,7570,6.861,https://myanimelist.net/anime/15489/Yu%E2%98%86Gi%E2%98%86Oh_Zexal_Second,"1,042"
1778,Yama no Susume Second Season Specials,Special (2 eps),Oct 2014 - Mar 2015,"10,209 ","Action, Comedy, Mystery",Unknown,"Bandai Entertainment, Maiden Japan",27,5188,6.851,https://myanimelist.net/anime/27887/Yama_no_Susume_Second_Season_Specials,"4,919"
1779,Houkago no Ouji-sama,Special (5 eps),Oct 2014 - Jun 2015,"2,979 ","Comedy, Fantasy, Romance",Tuesdays at 01:35 (JST),Discotek Media,527,842,6.851,https://myanimelist.net/anime/24457/Houkago_no_Ouji-sama,"121,077"
1780,Huyao Xiao Hongniang: Mu Tiancheng,ONA (12 eps),Dec 2020 - Feb 2021,"1,886 ","Action, Adventure, Comedy, Drama",Unknown,"Media Blasters, Geneon Entertainment USA",17,5728,6.851,https://myanimelist.net/anime/44097/Huyao_Xiao_Hongniang__Mu_Tiancheng,"4,137"
1781,I''s Pure,OVA (6 eps),Dec 2005 - Jun 2006,"25,594 ","Action, Comedy",Unknown,"None found, add some",4,8740,6.851,https://myanimelist.net/anime/811/Is_Pure,800
1782,Ichigo 100% OVA,OVA (4 eps),Jun 2005 - Oct 2005,"26,591 ","Comedy, Girls Love, Slice of Life, Ecchi",Mondays at 01:30 (JST),Maiden Japan,71,3281,6.851,https://myanimelist.net/anime/981/Ichigo_100_OVA,"14,907"
1783,Jitsu wa Watashi wa,TV (13 eps),Jul 2015 - Sep 2015,"255,690 ","Action, Comedy, Sci-Fi",Unknown,Funimation,32,4748,6.851,https://myanimelist.net/anime/29785/Jitsu_wa_Watashi_wa,"6,152"
1784,Kill Me Baby,TV (13 eps),Jan 2012 - Mar 2012,"115,994 ","Action, Drama, Horror, Romance, Sci-Fi, Supernatural",Unknown,"VIZ Media, NYAV Post",270,1522,6.851,https://myanimelist.net/anime/11079/Kill_Me_Baby,"60,129"
1785,Mushikaburi-hime,TV (12 eps),Oct 2022 - Dec 2022,"56,628 ","Adventure, Comedy, Sports",Sundays at 08:30 (JST),Nelvana,378,2074,6.851,https://myanimelist.net/anime/50923/Mushikaburi-hime,"56,939"
1786,Nekomonogatari: Kuro Recap,Special (1 eps),Mar 2013 - Mar 2013,"10,985 ","Drama, Fantasy, Romance",Thursdays at 21:00 (JST),Sentai Filmworks,396,2653,6.851,https://myanimelist.net/anime/38971/Nekomonogatari__Kuro_Recap,"17,024"
1787,One Piece 3D: Gekisou! Trap Coaster,Movie (1 eps),Dec 2011 - Dec 2011,"22,948 ","Comedy, Gourmet, Slice of Life",Unknown,"None found, add some",21,8827,6.851,https://myanimelist.net/anime/12001/One_Piece_3D__Gekisou_Trap_Coaster,591
1788,Pokemon Movie 13: Genei no Hasha Zoroark,Movie (1 eps),Jul 2010 - Jul 2010,"69,538 ","Action, Comedy, Fantasy, Romance, Supernatural, Ecchi",Thursdays at 01:30 (JST),Funimation,729,920,6.841,https://myanimelist.net/anime/7695/Pokemon_Movie_13__Genei_no_Hasha_Zoroark,"117,495"
1789,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,Special (4 eps),Dec 2019 - Mar 2020,"3,858 ","Action, Adventure, Fantasy",Saturdays at 22:00 (JST),"None found, add some","1,298",832,6.851,https://myanimelist.net/anime/40659/Senki_Zesshou_Symphogear_XV__Senki_Zesshou_Shinai_Symphogear,"113,473"
1790,Toaru Kagaku no Railgun: Motto Marutto Railgun,Special (2 eps),Jan 2010 - May 2010,"45,942 ","Action, Comedy, Romance",Unknown,"None found, add some",90,2445,6.851,https://myanimelist.net/anime/8023/Toaru_Kagaku_no_Railgun__Motto_Marutto_Railgun,"24,077"
1791,Kouya no Kotobuki Hikoutai,TV (12 eps),Jan 2019 - Mar 2019,"31,684 ","Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",Unknown,"None found, add some",27,5606,6.831,https://myanimelist.net/anime/38301/Kouya_no_Kotobuki_Hikoutai,"3,628"
1792,Majimoji Rurumo,TV (12 eps),Jul 2014 - Sep 2014,"71,529 ","Action, Adventure",Sundays at 22:30 (JST),Sentai Filmworks,85,3595,6.841,https://myanimelist.net/anime/23945/Majimoji_Rurumo,"10,133"
1793,Micchiri Neko,TV (39 eps),Jan 2018 - Mar 2018,"8,309 ","Comedy, Fantasy, Ecchi",Unknown,"None found, add some",81,2309,6.841,https://myanimelist.net/anime/36982/Micchiri_Neko,"30,738"
1794,Senkou no Night Raid,TV (13 eps),Apr 2010 - Jun 2010,"43,976 ","Fantasy, Slice of Life",Fridays at 17:55 (JST),"None found, add some",1,10746,6.841,https://myanimelist.net/anime/6973/Senkou_no_Night_Raid,226
1795,Aishite Aishite Aishite,Music (1 eps),Mar 2015 - Mar 2015,"1,068 ","Fantasy, Supernatural",Mondays at 18:20 (JST),"None found, add some",64,4634,6.841,https://myanimelist.net/anime/40914/Aishite_Aishite_Aishite,"6,422"
1796,Chibi☆Devi!,TV (75 eps),Oct 2011 - Feb 2014,"18,463 ","Action, Sports",Unknown,"None found, add some",8,10430,6.841,https://myanimelist.net/anime/11457/Chibi%E2%98%86Devi,911
1797,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Movie (3 eps),Aug 2018 - Aug 2018,"25,131 ","Action, Supernatural",Fridays at 02:05 (JST),Sentai Filmworks,468,1298,6.841,https://myanimelist.net/anime/37623/Chiisana_Eiyuu__Kani_to_Tamago_to_Toumei_Ningen,"77,836"
1798,CLAMP in Wonderland,Music (1 eps),Nov 1994 - Nov 1994,"17,393 ","Action, Drama, Romance, Supernatural",Saturdays at 23:30 (JST),Sentai Filmworks,"1,556",859,6.841,https://myanimelist.net/anime/2274/CLAMP_in_Wonderland,"105,666"
1799,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Special (1 eps),Sep 2008 - Sep 2008,"49,790 ","Action, Fantasy",Unknown,"None found, add some",59,5649,6.841,https://myanimelist.net/anime/5152/Dragon_Ball__Ossu_Kaettekita_Son_Gokuu_to_Nakama-tachi,"4,218"
1800,Ganbare! Kickers,TV (23 eps),Oct 1986 - Mar 1987,"9,085 ","Action, Adventure, Comedy, Sci-Fi",Unknown,Manga Entertainment,39,8036,6.841,https://myanimelist.net/anime/3053/Ganbare_Kickers,"2,613"
1801,Happiness Charge Precure!,TV (49 eps),Feb 2014 - Jan 2015,"11,079 ","Drama, Romance",Saturdays at 23:30 (JST),Nozomi Entertainment,566,1410,6.841,https://myanimelist.net/anime/21407/Happiness_Charge_Precure,"61,126"
1802,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,OVA (1 eps),Dec 2011 - Dec 2011,"118,403 ","Action, Horror, Supernatural",Wednesdays at 02:40 (JST),Discotek Media,319,1490,6.841,https://myanimelist.net/anime/10794/IS__Infinite_Stratos_Encore_-_Koi_ni_Kogareru_Rokujuusou,"63,333"
1803,Dagashi Kashi 2,TV (12 eps),Jan 2018 - Mar 2018,"157,792 ","Adventure, Comedy, Slice of Life",Thursdays at 01:30 (JST),"None found, add some",160,2157,6.831,https://myanimelist.net/anime/36049/Dagashi_Kashi_2,"28,157"
1804,Fate/stay night TV Reproduction,OVA (2 eps),Jan 2010 - Jan 2010,"41,233 ","Comedy, Fantasy, Romance, Ecchi",Saturdays at 01:30 (JST),Sentai Filmworks,511,736,6.831,https://myanimelist.net/anime/7559/Fate_stay_night_TV_Reproduction,"130,995"
1805,Hakaima Sadamitsu,TV (10 eps),Jan 2001 - Mar 2001,"5,684 ","Comedy, Fantasy",Fridays at 18:30 (JST),Geneon Entertainment USA,21,6658,6.831,https://myanimelist.net/anime/1465/Hakaima_Sadamitsu,"2,197"
1806,Juushin Enbu: Hero Tales,TV (26 eps),Oct 2007 - Mar 2008,"26,293 ","Comedy, Drama, Sci-Fi",Unknown,"Nozomi Entertainment, Bandai Entertainment",185,2059,6.831,https://myanimelist.net/anime/2772/Juushin_Enbu__Hero_Tales,"48,752"
1807,Kousoku Denjin Albegus,TV (45 eps),Mar 1983 - Feb 1984,"1,842 ","Action, Horror, Mystery, Romance, Supernatural",Unknown,"Sentai Filmworks, Geneon Entertainment USA",644,1327,6.831,https://myanimelist.net/anime/5891/Kousoku_Denjin_Albegus,"69,054"
1808,Onegai☆Twins,TV (12 eps),Jul 2003 - Oct 2003,"86,755 ","Action, Comedy, Drama, Fantasy, Slice of Life",Mondays at 00:00 (JST),Funimation,455,2154,6.831,https://myanimelist.net/anime/196/Onegai%E2%98%86Twins,"19,804"
1809,Overlord: Ple Ple Pleiades 2,ONA (13 eps),Jan 2018 - Apr 2018,"37,420 ","Comedy, Romance",Fridays at 22:30 (JST),"None found, add some",286,1273,6.831,https://myanimelist.net/anime/37087/Overlord__Ple_Ple_Pleiades_2,"72,462"
1810,Suki tte Ii na yo. Mei and Marshmallow,Special (10 eps),Dec 2012 - May 2013,"55,576 ","Comedy, Gourmet",Fridays at 02:28 (JST),Funimation,186,1335,6.831,https://myanimelist.net/anime/17409/Suki_tte_Ii_na_yo_Mei_and_Marshmallow,"67,366"
1811,Touken Ranbu: Hanamaru,TV (12 eps),Oct 2016 - Dec 2016,"79,987 ","Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",Saturdays at 20:30 (JST),Aniplex of America,"2,159",296,6.831,https://myanimelist.net/anime/33023/Touken_Ranbu__Hanamaru,"359,062"
1812,Wangu Xian Qiong,ONA (12 eps),May 2017 - Jul 2017,"5,152 ","Action, Sci-Fi",Wednesdays at 18:30 (JST),"Media Blasters, NYAV Post",20,7392,6.831,https://myanimelist.net/anime/36148/Wangu_Xian_Qiong,"2,310"
1813,Wata no Kuni Hoshi,Movie (1 eps),Feb 1984 - Feb 1984,"5,606 ","Adventure, Sci-Fi",Unknown,Media Blasters,49,5481,6.831,https://myanimelist.net/anime/1207/Wata_no_Kuni_Hoshi,"5,639"
1814,Xing Wushen Jue,ONA (40 eps),Jan 2021 - May 2021,"2,433 ","Action, Fantasy",Mondays at 02:00 (JST),Funimation,36,3941,6.831,https://myanimelist.net/anime/47044/Xing_Wushen_Jue,"9,951"
1815,Yama no Susume,TV (12 eps),Jan 2013 - Mar 2013,"79,817 ","Action, Sci-Fi, Slice of Life",Thursdays at 01:05 (JST),"Funimation, Crunchyroll","1,346",1013,6.831,https://myanimelist.net/anime/14355/Yama_no_Susume,"89,395"
1816,Tsubasa to Hotaru,Special (1 eps),Mar 2014 - Mar 2014,"14,974 ","Action, Sci-Fi",Saturdays at 23:00 (JST),Sentai Filmworks,41,3706,6.821,https://myanimelist.net/anime/21781/Tsubasa_to_Hotaru,"11,206"
1817,Yi Ren Zhi Xia,TV (12 eps),Jul 2016 - Sep 2016,"195,288 ","Action, Adventure, Supernatural",Unknown,Media Blasters,148,2421,6.821,https://myanimelist.net/anime/33421/Yi_Ren_Zhi_Xia,"25,453"
1818,Armitage III: Dual-Matrix,Movie (1 eps),Jun 2002 - Jun 2002,"17,554 ","Action, Comedy, Sci-Fi",Sundays at 22:30 (JST),Funimation,92,3422,6.821,https://myanimelist.net/anime/492/Armitage_III__Dual-Matrix,"12,573"
1819,Hime Chen! Otogi Chikku Idol Lilpri (2011),TV (51 eps),Apr 2011 - Mar 2012,"2,233 ","Adventure, Drama, Fantasy, Slice of Life",Unknown,"None found, add some",5,9694,6.821,https://myanimelist.net/anime/31068/Hime_Chen_Otogi_Chikku_Idol_Lilpri_2011,526
1820,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,Special (1 eps),Dec 2011 - Dec 2011,"29,321 ","Fantasy, Ecchi",Tuesdays at 22:30 (JST),Sentai Filmworks,"1,686",956,6.821,https://myanimelist.net/anime/11161/Hoshizora_e_Kakaru_Hashi__Kakaru_ka_Gakuensai_ni_Koi_no_Hashi,"82,807"
1821,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Special (1 eps),Jun 2015 - Jun 2015,"38,891 ","Action, Adventure, Comedy, Sci-Fi",Unknown,"None found, add some",3,12129,6.821,https://myanimelist.net/anime/30915/Kekkai_Sensen__Soresaemo_Saitei_de_Saikou_na_Hibi,321
1822,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV (12 eps),Jul 2022 - Sep 2022,"223,502 ","Action, Supernatural",Saturdays at 21:00 (JST),"None found, add some",452,1097,6.821,https://myanimelist.net/anime/51213/Kinsou_no_Vermeil__Gakeppuchi_Majutsushi_wa_Saikyou_no_Yakusai_to_Mahou_Sekai_wo_Tsukisusumu,"60,001"
1823,Liella no Uta 2,Music (12 eps),Jul 2022 - Oct 2022,"1,551 ","Action, Adventure, Fantasy",Sundays at 09:00 (JST),"None found, add some",3,11131,6.831,https://myanimelist.net/anime/52745/Liella_no_Uta_2,369
1824,One Piece: Densetsu no Log! Akagami no Shanks!,Special (1 eps),Aug 2022 - Aug 2022,"4,676 ","Fantasy, Slice of Life",Sundays at 08:30 (JST),Saban Entertainment,8,9590,6.821,https://myanimelist.net/anime/52921/One_Piece__Densetsu_no_Log_Akagami_no_Shanks,777
1825,Recorder to Randoseru Re♪,TV (13 eps),Apr 2012 - Jun 2012,"29,112 ","Action, Drama",Unknown,"None found, add some",1,12112,6.821,https://myanimelist.net/anime/13377/Recorder_to_Randoseru_Re%E2%99%AA,191
1826,Ring no Seraph,Music (1 eps),Aug 2019 - Aug 2019,"1,082 ","Comedy, Slice of Life",Unknown,"None found, add some",7,3762,6.821,https://myanimelist.net/anime/40410/Ring_no_Seraph,"16,694"
1827,Shinmai Maou no Testament Burst,TV (10 eps),Oct 2015 - Dec 2015,"375,820 ","Adventure, Comedy, Romance",Thursdays at 18:00 (JST),"Media Blasters, NYAV Post",16,7072,6.821,https://myanimelist.net/anime/30363/Shinmai_Maou_no_Testament_Burst,"1,564"
1828,Strait Jacket,OVA (3 eps),Nov 2007 - Apr 2008,"25,341 ","Action, Fantasy, Romance, Ecchi",Saturdays at 01:40 (JST),"Funimation, Crunchyroll",555,542,6.821,https://myanimelist.net/anime/3086/Strait_Jacket,"208,383"
1829,To Heart 2 AD,OVA (2 eps),Mar 2008 - Aug 2008,"6,592 ","Action, Fantasy, Romance, Ecchi",Thursdays at 01:05 (JST),Discotek Media,466,720,6.821,https://myanimelist.net/anime/4166/To_Heart_2_AD,"142,312"
1830,Kure-nai OVA,OVA (2 eps),Jul 2010 - Dec 2010,"13,099 ","Adventure, Comedy, Drama",Unknown,Saban Entertainment,18,9161,6.811,https://myanimelist.net/anime/8078/Kure-nai_OVA,"1,638"
1831,Meitantei Conan: Hannin no Hanzawa-san,TV (12 eps),Oct 2022 - Dec 2022,"8,170 ","Adventure, Comedy",Unknown,"None found, add some",3,11629,6.811,https://myanimelist.net/anime/50010/Meitantei_Conan__Hannin_no_Hanzawa-san,399
1832,Montana Jones,TV (52 eps),Apr 1994 - Apr 1995,"1,850 ","Adventure, Comedy, Mystery",Saturdays at 18:10 (JST),"None found, add some",5,10673,6.811,https://myanimelist.net/anime/3313/Montana_Jones,650
