anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by,anime_season_aired,anime_year_aired
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 1,ONA (16 eps),Jul 2021 - Nov 2021,1360,"Adventure, Horror, Suspense",Fridays at 20:30 (JST),Funimation,5239,307,6.961,https://myanimelist.net/anime/40732/Shaonian_Ge_Xing__Feng_Hua_Xue_Yue_Pian_Part_1,288999,summer,2021 
Starmyu in Halloween,OVA (1 eps),Oct 2018 - Oct 2018,3484,"Action, Sci-Fi",Wednesdays at 18:00 (JST),"None found, add some",9,10663,6.971,https://myanimelist.net/anime/36537/Starmyu_in_Halloween,710,fall,2018 
Strike Witches,TV (12 eps),Jul 2008 - Sep 2008,164969,"Action, Sci-Fi, Ecchi",Fridays at 01:20 (JST),Funimation,1046,1285,6.961,https://myanimelist.net/anime/3667/Strike_Witches,66945,summer,2008 
Uchuu Senkan Yamato: Fukkatsu-hen,Movie (1 eps),Dec 2009 - Dec 2009,4196,"Drama, Slice of Life",Sundays at 19:30 (JST),"None found, add some",19,7610,6.961,https://myanimelist.net/anime/7144/Uchuu_Senkan_Yamato__Fukkatsu-hen,1943,fall,2009 
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",TV (13 eps),Oct 2022 - Dec 2022,139830,"Comedy, Slice of Life",Thursdays at 21:30 (JST),Crunchyroll,263,2236,6.961,https://myanimelist.net/anime/52046/Yuusha_Party_wo_Tsuihou_sareta_Beast_Tamer_Saikyoushu_no_Nekomimi_Shoujo_to_Deau,31978,fall,2022 
Blue Archive,ONA (? eps),Jan 2021 -,4479,"Adventure, Drama",Unknown,"None found, add some",19,7681,6.961,https://myanimelist.net/anime/48824/Blue_Archive,1578,winter,2021 
Full Metal Panic! Movie 1: Boy Meets Girl,Movie (1 eps),Nov 2017 - Nov 2017,6972,"Comedy, Sports",Sundays at 00:00 (JST),Ponycan USA,334,1177,6.961,https://myanimelist.net/anime/36342/Full_Metal_Panic_Movie_1__Boy_Meets_Girl,76749,fall,2017 
I Wanna,Music (1 eps),Feb 2022 - Feb 2022,1395,"Comedy, Drama, Romance, Slice of Life",Unknown,"None found, add some",9,9766,6.971,https://myanimelist.net/anime/51084/I_Wanna,777,fall,2022 
Kaisou Ressha,Music (1 eps),Aug 2021 - Aug 2021,1361,"Action, Fantasy",Sundays at 22:00 (JST),"None found, add some",777,1449,6.961,https://myanimelist.net/anime/51077/Kaisou_Ressha,61909,fall,2021 
Keppeki Danshi! Aoyama-kun,TV (12 eps),Jul 2017 - Sep 2017,180759,"Comedy, Fantasy, Romance",Tuesdays at 01:30 (JST),Funimation,260,2277,6.951,https://myanimelist.net/anime/34825/Keppeki_Danshi_Aoyama-kun,29369,summer,2017 
.hack//Sign,TV (26 eps),Apr 2002 - Sep 2002,176535,"Adventure, Drama, Fantasy",Sundays at 19:30 (JST),"None found, add some",15,8325,6.951,https://myanimelist.net/anime/48/hack__Sign,912,spring,2002 
Aki no Kanade,Movie (1 eps),Mar 2015 - Mar 2015,21721,"Action, Comedy, Drama, Fantasy, Horror, Ecchi",Mondays at 18:00 (JST),Media Blasters,30,5256,6.951,https://myanimelist.net/anime/29513/Aki_no_Kanade,5267,fall,2015 
Battle Spirits: Shounen Gekiha Dan,TV (50 eps),Sep 2009 - Sep 2010,3396,"Adventure, Comedy, Sci-Fi",Unknown,"None found, add some",14,9499,6.951,https://myanimelist.net/anime/6901/Battle_Spirits__Shounen_Gekiha_Dan,779,fall,2009 
Bessatsu Olympia Kyklos,TV (24 eps),Apr 2020 - Nov 2020,16907,"Action, Boys Love, Supernatural",Tuesdays at 02:00 (JST),Maiden Japan,215,2612,6.951,https://myanimelist.net/anime/41266/Bessatsu_Olympia_Kyklos,21779,spring,2020 
Cardcaptor Sakura: Clear Card-hen Recap,Special (1 eps),Apr 2018 - Apr 2018,6013,"Adventure, Comedy",Unknown,"None found, add some",3,9603,6.951,https://myanimelist.net/anime/37595/Cardcaptor_Sakura__Clear_Card-hen_Recap,1233,spring,2018 
Chobits Recap,Special (1 eps),Feb 2003 - Feb 2003,37393,"Adventure, Comedy, Fantasy, Romance, Supernatural, Ecchi",Unknown,"Funimation, Sentai Filmworks",260,1993,6.951,https://myanimelist.net/anime/1311/Chobits_Recap,35544,fall,2003 
D.C.S.S: Da Capo Second Season,TV (26 eps),Jul 2005 - Dec 2005,32914,"Comedy, Fantasy",Sundays at 09:30 (JST),"None found, add some",5,9116,6.961,https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season,776,summer,2005 
Digimon Savers,TV (48 eps),Apr 2006 - Mar 2007,84265,"Drama, Romance",Saturdays at 07:00 (JST),Funimation,805,1894,6.941,https://myanimelist.net/anime/859/Digimon_Savers,49730,spring,2006 
Fei Ren Zai,ONA (48 eps),Mar 2018 - Jun 2019,3801,"Comedy, Fantasy",Unknown,Enoki Films,4,12306,6.951,https://myanimelist.net/anime/37292/Fei_Ren_Zai,415,fall,2018 
Inazuma Eleven Go vs. Danball Senki W Movie,Movie (1 eps),Dec 2012 - Dec 2012,12733,"Fantasy, Slice of Life",Saturdays at 07:00 (JST),"None found, add some",10,9726,6.951,https://myanimelist.net/anime/15785/Inazuma_Eleven_Go_vs_Danball_Senki_W_Movie,433,fall,2012 
Leo,Music (1 eps),Feb 2020 - Feb 2020,1163,"Adventure, Fantasy, Romance",Wednesdays at 22:30 (JST),Funimation,1885,808,6.951,https://myanimelist.net/anime/43522/Leo,125833,fall,2020 
Lupin III: Seven Days Rhapsody,Special (1 eps),Sep 2006 - Sep 2006,5358,"Comedy, Fantasy",Saturdays at 21:00 (JST),"None found, add some",1886,635,6.951,https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody,157128,fall,2006 
Muka Muka Paradise,TV (51 eps),Sep 1993 - Aug 1994,2632,"Adventure, Fantasy, Mystery, Sci-Fi",Thursdays at Unknown,"Funimation, Bandai Entertainment",1320,1206,6.951,https://myanimelist.net/anime/4086/Muka_Muka_Paradise,82275,fall,1993 
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,Movie (1 eps),Jul 2004 - Jul 2004,109247,"Comedy, Ecchi",Wednesdays at 01:00 (JST),"None found, add some",568,1457,6.951,https://myanimelist.net/anime/1122/Pokemon_Movie_07__Rekkuu_no_Houmonsha_Deoxys,72649,summer,2004 
Release the Spyce,TV (12 eps),Oct 2018 - Dec 2018,69262,"Comedy, Sports",Mondays at 21:54 (JST),"None found, add some",71,4796,6.951,https://myanimelist.net/anime/37221/Release_the_Spyce,6207,fall,2018 
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV (13 eps),Oct 2021 - Dec 2021,267284,"Comedy, Drama, Romance, Supernatural",Sundays at 00:30 (JST),"None found, add some",34,3526,6.951,https://myanimelist.net/anime/44037/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita,15433,fall,2021 
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV (12 eps),Apr 2021 - Jun 2021,333508,"Adventure, Comedy, Drama, Fantasy",Sundays at 09:00 (JST),Flatiron Film Company,308,2092,6.951,https://myanimelist.net/anime/40586/Slime_Taoshite_300-nen_Shiranai_Uchi_ni_Level_Max_ni_Nattemashita,49591,spring,2021 
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Movie (1 eps),May 2011 - May 2011,9105,"Adventure, Comedy, Fantasy",Sundays at 01:35 (JST),Media Blasters,4,10275,6.951,https://myanimelist.net/anime/7014/Tezuka_Osamu_no_Buddha__Akai_Sabaku_yo_Utsukushiku,558,fall,2011 
Tsugumomo OVA,OVA (1 eps),Jan 2020 - Jan 2020,22508,"Action, Adventure, Comedy, Sci-Fi, Sports",Mondays at 18:00 (JST),"Nelvana, Discotek Media",207,2949,6.941,https://myanimelist.net/anime/39470/Tsugumomo_OVA,28828,winter,2020 
Yinhun x KFC,ONA (1 eps),May 2018 - May 2018,6658,"Adventure, Fantasy, Supernatural",Thursdays at 18:30 (JST),Illumitoon Entertainment,14,5035,6.941,https://myanimelist.net/anime/37864/Yinhun_x_KFC,6348,fall,2018 
Zi Chuan,ONA (42 eps),Dec 2021 - Sep 2022,1642,"Comedy, Fantasy, Romance, Ecchi",Unknown,Sentai Filmworks,1262,550,6.941,https://myanimelist.net/anime/44389/Zi_Chuan,204119,fall,2021 
A-Channel,TV (12 eps),Apr 2011 - Jun 2011,97184,"Action, Fantasy",Thursdays at 23:00 (JST),"ADV Films, Funimation",1564,725,6.941,https://myanimelist.net/anime/9776/A-Channel,163839,spring,2011 
Batman: Gotham Knight,OVA (6 eps),Jul 2008 - Jul 2008,28530,"Boys Love, Comedy",Wednesdays at 18:30 (JST),Nozomi Entertainment,1100,1683,6.941,https://myanimelist.net/anime/4094/Batman__Gotham_Knight,63180,summer,2008 
Doraemon Movie 08: Nobita to Ryuu no Kishi,Movie (1 eps),Mar 1987 - Mar 1987,4783,"Action, Adventure, Sci-Fi",Sundays at 18:00 (JST),"ADV Films, Sentai Filmworks",58,5980,6.941,https://myanimelist.net/anime/2657/Doraemon_Movie_08__Nobita_to_Ryuu_no_Kishi,3347,fall,1987 
Guilty Crown: 4-koma Gekijou,Special (11 eps),Jan 2012 - Nov 2012,25761,"Action, Comedy, Sci-Fi, Sports",Unknown,Discotek Media,11,6706,6.941,https://myanimelist.net/anime/13561/Guilty_Crown__4-koma_Gekijou,3579,winter,2012 
Hoshi wo Katta Hi,Movie (1 eps),Jan 2006 - Jan 2006,7544,"Adventure, Fantasy",Unknown,Funimation,108,2799,6.941,https://myanimelist.net/anime/6463/Hoshi_wo_Katta_Hi,23450,winter,2006 
KimiKiss Pure Rouge: Love Fighter,Special (1 eps),Aug 2008 - Aug 2008,12131,"Adventure, Fantasy",Wednesdays at 23:30 (JST),"None found, add some",776,1469,6.941,https://myanimelist.net/anime/4205/KimiKiss_Pure_Rouge__Love_Fighter,66677,fall,2008 
Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,Special (1 eps),Oct 2022 - Oct 2022,9369,"Comedy, Fantasy, Romance, Supernatural, Ecchi",Thursdays at 01:00 (JST),"Funimation, Sentai Filmworks",487,1481,6.941,https://myanimelist.net/anime/52149/Made_in_Abyss__Retsujitsu_no_Ougonkyou_-_Papa_to_Issho,62813,fall,2022 
Mai-Otome Specials,Special (9 eps),Jan 2006 - Sep 2006,6077,"Adventure, Comedy, Sports",Unknown,Nelvana,158,2873,6.941,https://myanimelist.net/anime/1659/Mai-Otome_Specials,31664,winter,2006 
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,OVA (1 eps),Dec 1988 - Dec 1988,3356,"Adventure, Drama, Fantasy, Sci-Fi",Saturdays at 18:28 (JST),Saban Entertainment,77,4970,6.941,https://myanimelist.net/anime/3483/Maison_Ikkoku__Shiki_Utsuriyuku_Kisetsu_no_Naka_de,7762,fall,1988 
Obey Me! Season 2,ONA (12 eps),Jul 2022 - Dec 2022,8811,"Comedy, Romance",Sundays at 00:00 (JST),Aniplex of America,1778,370,6.941,https://myanimelist.net/anime/52045/Obey_Me_Season_2,276684,summer,2022 
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,OVA (1 eps),Jun 2013 - Jun 2013,17032,"Adventure, Sports",Unknown,"None found, add some",14,8079,6.941,https://myanimelist.net/anime/15807/Ro-Kyu-Bu__Tomoka_no_Ichigo_Sundae,1946,fall,2013 
Tantei Opera Milky Holmes: Summer Special,Special (1 eps),Aug 2011 - Aug 2011,7038,"Comedy, Fantasy, Romance, Supernatural, Ecchi",Unknown,"None found, add some",107,3107,6.931,https://myanimelist.net/anime/10923/Tantei_Opera_Milky_Holmes__Summer_Special,18362,fall,2011 
Lupin III: Lupin Ansatsu Shirei,Special (1 eps),Jul 1993 - Jul 1993,7532,"Adventure, Drama, Slice of Life",Unknown,"None found, add some",17,8687,6.931,https://myanimelist.net/anime/1438/Lupin_III__Lupin_Ansatsu_Shirei,1156,summer,1993 
Macademi Wasshoi!,TV (12 eps),Oct 2008 - Dec 2008,42188,"Comedy, Fantasy, Slice of Life",Sundays at 01:15 (JST),"None found, add some",52,3182,6.931,https://myanimelist.net/anime/3654/Macademi_Wasshoi,17571,fall,2008 
Macross 7 Encore,OVA (3 eps),Dec 1995 - Feb 1996,8970,"Comedy, Romance",Unknown,Aniplex of America,1201,481,6.931,https://myanimelist.net/anime/1399/Macross_7_Encore,255366,fall,1995 
Makiba no Shoujo Katri,TV (49 eps),Jan 1984 - Dec 1984,3680,"Adventure, Drama, Fantasy",Unknown,Media Blasters,44,4771,6.931,https://myanimelist.net/anime/3162/Makiba_no_Shoujo_Katri,4259,winter,1984 
Namiuchigiwa no Muromi-san,TV (13 eps),Apr 2013 - Jun 2013,40429,"Comedy, Fantasy, Romance",Sundays at 09:30 (JST),Nozomi Entertainment,83,4207,6.931,https://myanimelist.net/anime/16910/Namiuchigiwa_no_Muromi-san,10352,spring,2013 
Shoujo☆Kageki Revue Starlight Specials,Special (3 eps),Oct 2018 - Feb 2019,7611,"Action, Drama, Sports",Sundays at 02:30 (JST),"None found, add some",66,4365,6.931,https://myanimelist.net/anime/38050/Shoujo%E2%98%86Kageki_Revue_Starlight_Specials,7848,fall,2018 
UniteUp!,TV (12 eps),Jan 2023 -,5911,"Action, Comedy, Fantasy, Sci-Fi",Unknown,Funimation,1197,1391,6.931,https://myanimelist.net/anime/53132/UniteUp,59695,winter,2023 
Wan Jie Du Zun,ONA (50 eps),Apr 2021 - Sep 2021,2498,"Adventure, Comedy, Sci-Fi",Fridays at 18:00 (JST),VIZ Media,67,4974,6.931,https://myanimelist.net/anime/48684/Wan_Jie_Du_Zun,6416,spring,2021 
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,Special (1 eps),Sep 2008 - Nov 2008,10069,"Adventure, Comedy, Fantasy, Romance",Fridays at 18:30 (JST),"Nozomi Entertainment, Geneon Entertainment USA",33,4774,6.931,https://myanimelist.net/anime/5298/Yu%E2%98%86Gi%E2%98%86Oh_5Ds__Shinkasuru_Kettou_Stardust_vs_Red_Demons,6970,fall,2008 
Yuusha Shirei Dagwon,TV (48 eps),Feb 1996 - Jan 1997,2208,"Adventure, Fantasy, Sci-Fi",Fridays at 00:45 (JST),Funimation,204,2132,6.931,https://myanimelist.net/anime/3505/Yuusha_Shirei_Dagwon,34518,fall,1996 
Corrector Yui,TV (52 eps),Apr 1999 - Oct 2000,15326,"Comedy, Romance",Sundays at 02:00 (JST),"Crunchyroll, Muse Communication",4272,446,6.931,https://myanimelist.net/anime/111/Corrector_Yui,173372,spring,1999 
Dai Mahou Touge,OVA (4 eps),Mar 2006 - Mar 2007,31364,"Sports, Ecchi",Thursdays at 23:30 (JST),Funimation,1390,535,6.931,https://myanimelist.net/anime/933/Dai_Mahou_Touge,185983,fall,2006 
Detective Conan: The Fugitive Kogorou Mouri,ONA (1 eps),Apr 2014 - Apr 2014,6821,"Action, Fantasy, Sci-Fi",Tuesdays at 00:00 (JST),Sentai Filmworks,376,1091,6.931,https://myanimelist.net/anime/24169/Detective_Conan__The_Fugitive_Kogorou_Mouri,78737,spring,2014 
Fractale,TV (11 eps),Jan 2011 - Apr 2011,81028,"Adventure, Fantasy",Unknown,"None found, add some",8,12578,6.931,https://myanimelist.net/anime/9314/Fractale,356,winter,2011 
Haru Dorobou,Music (1 eps),Jan 2021 - Jan 2021,705,"Comedy, Fantasy, Slice of Life",Sundays at 02:05 (JST),Sentai Filmworks,11,7804,6.931,https://myanimelist.net/anime/48945/Haru_Dorobou,1701,winter,2021 
"Iriya no Sora, UFO no Natsu",OVA (6 eps),Feb 2005 - Jun 2005,25132,"Action, Adventure",Saturdays at 17:00 (JST),"None found, add some",3,10135,6.931,https://myanimelist.net/anime/358/Iriya_no_Sora_UFO_no_Natsu,526,fall,2005 
Keijo!!!!!!!!,TV (12 eps),Oct 2016 - Dec 2016,381311,"Action, Adventure, Comedy, Sci-Fi",Unknown,ADV Films,34,5530,6.931,https://myanimelist.net/anime/32686/Keijo,3993,fall,2016 
Blade Runner: Black Out 2022,ONA (1 eps),Sep 2017 - Sep 2017,34474,"Action, Comedy, Romance",Tuesdays at 19:00 (JST),"None found, add some",13,9452,6.921,https://myanimelist.net/anime/36308/Blade_Runner__Black_Out_2022,750,fall,2017 
Hi no Tori: Houou-hen,Movie (1 eps),Dec 1986 - Dec 1986,3541,"Action, Horror, Mystery",Thursdays at 01:45 (JST),"Central Park Media, Discotek Media",92,4499,6.921,https://myanimelist.net/anime/2997/Hi_no_Tori__Houou-hen,7037,fall,1986 
Kinnikuman: Kinnikusei Oui Soudatsu-hen,TV (46 eps),Oct 1991 - Sep 1992,3297,"Comedy, Sci-Fi, Supernatural, Ecchi",Fridays at 00:55 (JST),Sentai Filmworks,625,951,6.921,https://myanimelist.net/anime/3281/Kinnikuman__Kinnikusei_Oui_Soudatsu-hen,91754,fall,1991 
Massara,ONA (1 eps),Nov 2021 - Nov 2021,1986,"Action, Sci-Fi",Sundays at 00:00 (JST),Aniplex of America,727,713,6.921,https://myanimelist.net/anime/50597/Massara,186241,fall,2021 
Night Walker: Mayonaka no Tantei,TV (12 eps),Jul 1998 - Sep 1998,19712,"Adventure, Fantasy",Fridays at 19:30 (JST),"None found, add some",9,10475,6.911,https://myanimelist.net/anime/621/Night_Walker__Mayonaka_no_Tantei,758,summer,1998 
Sakura Taisen: Gouka Kenran,OVA (6 eps),Dec 1999 - Dec 2000,4571,"Action, Adventure, Comedy, Fantasy",Mondays at 18:30 (JST),"None found, add some",4,11847,6.921,https://myanimelist.net/anime/1166/Sakura_Taisen__Gouka_Kenran,360,fall,1999 
Sekiranun Graffiti,Music (1 eps),Aug 2011 - Aug 2011,6699,"Adventure, Sci-Fi",Fridays at 18:00 (JST),Frontier Works,19,9771,6.921,https://myanimelist.net/anime/11487/Sekiranun_Graffiti,959,fall,2011 
Sola Specials,Special (2 eps),Sep 2007 - Oct 2007,15125,"Fantasy, Slice of Life",Sundays at 01:00 (JST),Funimation,184,2294,6.921,https://myanimelist.net/anime/3174/Sola_Specials,25294,fall,2007 
Vexille: 2077 Nihon Sakoku,Movie (1 eps),Aug 2007 - Aug 2007,18567,"Action, Comedy, Fantasy, Sci-Fi",Unknown,Geneon Entertainment USA,55,4325,6.921,https://myanimelist.net/anime/2746/Vexille__2077_Nihon_Sakoku,9125,fall,2007 
Zero no Tsukaima: Princesses no Rondo Picture Drama,Special (7 eps),Sep 2008 - Mar 2009,48004,"Adventure, Comedy, Mystery",Mondays at 19:00 (JST),"None found, add some",111,5185,6.921,https://myanimelist.net/anime/6489/Zero_no_Tsukaima__Princesses_no_Rondo_Picture_Drama,5170,fall,2008 
Aoi Blink,TV (39 eps),Apr 1989 - Mar 1990,1975,"Comedy, Sci-Fi, Ecchi",Unknown,Maiden Japan,105,3492,6.911,https://myanimelist.net/anime/3631/Aoi_Blink,15529,spring,1989 
Arifureta Shokugyou de Sekai Saikyou 2nd Season: Arifureta Yorimichi de Sekai Saikyou,Special (1 eps),Mar 2022 - Mar 2022,35481,"Action, Adventure, Comedy, Sci-Fi",Wednesdays at 18:30 (JST),"None found, add some",46,8323,6.921,https://myanimelist.net/anime/50916/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season__Arifureta_Yorimichi_de_Sekai_Saikyou,1412,fall,2022 
Battle Athletess Daiundoukai (TV),TV (26 eps),Oct 1997 - Mar 1998,9092,"Adventure, Comedy",Unknown,"None found, add some",3,13688,6.911,https://myanimelist.net/anime/1186/Battle_Athletess_Daiundoukai_TV,187,fall,1997 
Bug tte Honey,TV (51 eps),Oct 1986 - Sep 1987,650,"Comedy, Slice of Life",Unknown,ADV Films,61,4550,6.911,https://myanimelist.net/anime/10210/Bug_tte_Honey,6603,fall,1986 
Dragon Quest: Yuusha Abel Densetsu,TV (43 eps),Dec 1989 - Apr 1991,6116,"Action, Fantasy",Sundays at 08:30 (JST),"None found, add some",75,5845,6.911,https://myanimelist.net/anime/2819/Dragon_Quest__Yuusha_Abel_Densetsu,2988,fall,1989 
Grisaia no Kajitsu Specials,Special (6 eps),Dec 2014 - May 2015,77692,"Action, Comedy, Sports",Unknown,"None found, add some",16,8988,6.921,https://myanimelist.net/anime/29101/Grisaia_no_Kajitsu_Specials,1088,fall,2014 
Healin' Good♡Precure,TV (45 eps),Feb 2020 - Feb 2021,10195,"Action, Supernatural",Fridays at Unknown,Sentai Filmworks,283,1501,6.911,https://myanimelist.net/anime/40610/Healin_Good%E2%99%A1Precure,61597,fall,2020 
Hellsing: Psalm of the Darkness,Special (1 eps),Aug 2001 - Aug 2001,31531,"Drama, Fantasy, Romance",Unknown,"None found, add some",26,5750,6.911,https://myanimelist.net/anime/7728/Hellsing__Psalm_of_the_Darkness,3237,fall,2001 
Karaoke Senshi Mike-tarou,TV (20 eps),Apr 1994 - Mar 1995,518,"Adventure, Comedy, Drama",Unknown,"None found, add some",2,11124,6.911,https://myanimelist.net/anime/5140/Karaoke_Senshi_Mike-tarou,692,spring,1994 
Koisuru Tenshi Angelique: Kagayaki no Ashita,TV (12 eps),Jan 2007 - Mar 2007,10609,"Action, Sci-Fi",Unknown,Funimation,86,3128,6.911,https://myanimelist.net/anime/1864/Koisuru_Tenshi_Angelique__Kagayaki_no_Ashita,18456,winter,2007 
Konchuu Monogatari Minashigo Hutch (1989),TV (55 eps),Jul 1989 - Aug 1990,1535,"Mystery, Romance, Supernatural",Sundays at 01:30 (JST),VIZ Media,1210,479,6.911,https://myanimelist.net/anime/8140/Konchuu_Monogatari_Minashigo_Hutch_1989,184520,summer,1989 
Ling Jian Zun,ONA (30 eps),Jan 2019 - Apr 2019,4326,"Drama, Fantasy",Sundays at 01:30 (JST),"None found, add some",171,3007,6.911,https://myanimelist.net/anime/39080/Ling_Jian_Zun,20826,winter,2019 
Re-raise,Music (1 eps),Jan 2020 - Jan 2020,1641,"Action, Adventure, Comedy, Sci-Fi",Mondays at 18:30 (JST),VIZ Media,131,3326,6.911,https://myanimelist.net/anime/41099/Re-raise,18891,winter,2020 
Rockman.EXE,TV (56 eps),Mar 2002 - Mar 2003,37156,"Comedy, Fantasy, Romance, Ecchi",Thursdays at 02:25 (JST),Funimation,1093,505,6.911,https://myanimelist.net/anime/1710/RockmanEXE,247417,fall,2002 
Servamp Specials,Special (4 eps),Nov 2016 - Feb 2017,18170,"Comedy, Romance, Sci-Fi, Ecchi",Unknown,"ADV Films, Sentai Filmworks",9,6428,6.911,https://myanimelist.net/anime/33994/Servamp_Specials,3215,fall,2016 
Shinmai Maou no Testament Departures,OVA (1 eps),Mar 2018 - Mar 2018,88117,"Comedy, Mystery",Unknown,"None found, add some",211,3047,6.911,https://myanimelist.net/anime/36688/Shinmai_Maou_no_Testament_Departures,16480,fall,2018 
Tantei Opera Milky Holmes,TV (12 eps),Oct 2010 - Dec 2010,43525,"Comedy, Fantasy, Romance",Wednesdays at 18:00 (JST),Synch-Point,49,6732,6.911,https://myanimelist.net/anime/7768/Tantei_Opera_Milky_Holmes,2181,fall,2010 
Toaru Majutsu no Index-tan,Special (2 eps),Feb 2009 - May 2009,52164,"Action, Romance",Thursdays at 00:00 (JST),"None found, add some",892,1401,6.901,https://myanimelist.net/anime/5955/Toaru_Majutsu_no_Index-tan,51353,fall,2009 
Miyori no Mori,Special (1 eps),Aug 2007 - Aug 2007,12475,"Mystery, Supernatural",Tuesdays at 19:00 (JST),Funimation,41,4082,6.901,https://myanimelist.net/anime/2751/Miyori_no_Mori,6277,fall,2007 
Ninin ga Shinobuden,TV (12 eps),Jul 2004 - Sep 2004,33743,"Action, Adventure",Sundays at 18:30 (JST),"None found, add some",9,10441,6.901,https://myanimelist.net/anime/229/Ninin_ga_Shinobuden,373,summer,2004 
Ninja Hattori-kun,TV (694 eps),Sep 1981 - Dec 1987,10315,"Mystery, Sci-Fi",Sundays at 00:00 (JST),Aniplex of America,449,1131,6.901,https://myanimelist.net/anime/4936/Ninja_Hattori-kun,68007,fall,1981 
Occultic;Nine,TV (12 eps),Oct 2016 - Dec 2016,188229,"Action, Comedy, Sci-Fi",Sundays at 22:00 (JST),VIZ Media,140,2362,6.901,https://myanimelist.net/anime/32962/Occultic_Nine,23292,fall,2016 
Ooyukiumi no Kaina,TV (11 eps),Jan 2023 -,34322,"Adventure, Comedy, Supernatural",Tuesdays at 01:55 (JST),"Media Blasters, NYAV Post",197,2697,6.901,https://myanimelist.net/anime/50864/Ooyukiumi_no_Kaina,26031,winter,2023 
Rinne no Lagrange,TV (12 eps),Jan 2012 - Mar 2012,69261,"Drama, Fantasy, Supernatural",Fridays at 00:30 (JST),Maiden Japan,88,2981,6.901,https://myanimelist.net/anime/11227/Rinne_no_Lagrange,18865,winter,2012 
Tengen Toppa Gurren Lagann: Parallel Works 2,Music (7 eps),May 2010 - May 2010,22349,"Action, Supernatural",Thursdays at 08:00 (JST),Maiden Japan,174,1889,6.901,https://myanimelist.net/anime/8348/Tengen_Toppa_Gurren_Lagann__Parallel_Works_2,46286,fall,2010 
Wakaba*Girl: Onsen Tsukaritai,Special (1 eps),Oct 2015 - Oct 2015,8839,"Adventure, Sci-Fi, Sports",Fridays at 18:30 (JST),"Discotek Media, Geneon Entertainment USA",33,6137,6.911,https://myanimelist.net/anime/31909/WakabaGirl__Onsen_Tsukaritai,3234,fall,2015 
Buki yo Saraba,Movie (1 eps),Jul 2013 - Jul 2013,11991,"Action, Adventure, Fantasy",Unknown,Saban Entertainment,17,7191,6.911,https://myanimelist.net/anime/17677/Buki_yo_Saraba,1513,summer,2013 
Harmony,Movie (1 eps),Nov 2015 - Nov 2015,57560,"Comedy, Fantasy",Saturdays at 07:00 (JST),"None found, add some",12,9460,6.901,https://myanimelist.net/anime/28211/Harmony,725,fall,2015 
Ibara no Ou,Movie (1 eps),Oct 2009 - Oct 2009,72023,"Action, Comedy, Sci-Fi, Sports",Wednesdays at 18:00 (JST),"4Kids Entertainment, Discotek Media",56,4884,6.901,https://myanimelist.net/anime/6610/Ibara_no_Ou,8426,fall,2009 
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",Special (1 eps),Jul 2017 - Jul 2017,51454,"Comedy, Girls Love",Fridays at 23:00 (JST),"None found, add some",181,1713,6.891,https://myanimelist.net/anime/34777/91_Days__Toki_no_Asase_Subete_no_Kinou_Ashita_Mata_Ashita,48336,summer,2017 
Amatsuki,TV (13 eps),Apr 2008 - Jun 2008,56588,"Drama, Mystery, Romance, Supernatural",Unknown,VIZ Media,7227,335,6.891,https://myanimelist.net/anime/3359/Amatsuki,341130,spring,2008 
Anima Yell!,TV (12 eps),Oct 2018 - Dec 2018,41424,"Comedy, Slice of Life",Fridays at 23:17 (JST),Sentai Filmworks,66,3101,6.891,https://myanimelist.net/anime/37206/Anima_Yell,18396,fall,2018 
Arete Hime,Movie (1 eps),Jul 2001 - Jul 2001,12592,"Drama, Romance",Sundays at 01:30 (JST),"None found, add some",1227,741,6.891,https://myanimelist.net/anime/1028/Arete_Hime,133902,summer,2001 
Gensoumaden Saiyuuki: Kibou no Zaika,OVA (1 eps),Sep 2002 - Sep 2002,4567,"Comedy, Supernatural",Saturdays at 17:30 (JST),Sentai Filmworks,135,2072,6.891,https://myanimelist.net/anime/4476/Gensoumaden_Saiyuuki__Kibou_no_Zaika,31791,fall,2002 
