,anime name,link_to_anime_page,anime_type,anime_aired,anime_members
1407,Uchuu Senkan Yamato,https://myanimelist.net/anime/1650/Uchuu_Senkan_Yamato,TV (26 eps),Oct 1974 - Mar 1975,"26,484 members"
1408,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA,OVA (1 eps),Sep 2013 - Sep 2013,"255,006 members"
1409,Yama no Susume Third Season,https://myanimelist.net/anime/35672/Yama_no_Susume_Third_Season,TV (13 eps),Jul 2018 - Sep 2018,"23,756 members"
1410,Yowamushi Pedal: Glory Line,https://myanimelist.net/anime/35789/Yowamushi_Pedal__Glory_Line,TV (25 eps),Jan 2018 - Jun 2018,"56,054 members"
1411,Aikatsu Stars!,https://myanimelist.net/anime/32717/Aikatsu_Stars,TV (100 eps),Apr 2016 - Mar 2018,"18,606 members"
1412,Ajin Part 2,https://myanimelist.net/anime/33253/Ajin_Part_2,TV (13 eps),Oct 2016 - Dec 2016,"281,900 members"
1413,Ashita no Nadja,https://myanimelist.net/anime/1946/Ashita_no_Nadja,TV (50 eps),Feb 2003 - Jan 2004,"30,506 members"
1414,Asobi Asobase Specials,https://myanimelist.net/anime/38002/Asobi_Asobase_Specials,Special (2 eps),Nov 2018 - Dec 2018,"41,903 members"
1415,Chuuka Ichiban!,https://myanimelist.net/anime/110/Chuuka_Ichiban,TV (52 eps),Apr 1997 - Sep 1998,"18,918 members"
1416,Diamond no Ace OVA,https://myanimelist.net/anime/25341/Diamond_no_Ace_OVA,OVA (3 eps),Nov 2014 - Mar 2015,"16,411 members"
1417,Digimon Adventure Movie,https://myanimelist.net/anime/2961/Digimon_Adventure_Movie,Movie (1 eps),Mar 1999 - Mar 1999,"108,946 members"
1418,Ga-Rei: Zero,https://myanimelist.net/anime/4725/Ga-Rei__Zero,TV (12 eps),Oct 2008 - Dec 2008,"231,114 members"
1419,Hakuouki: Sekkaroku,https://myanimelist.net/anime/10350/Hakuouki__Sekkaroku,OVA (6 eps),Aug 2011 - Jun 2012,"27,011 members"
1420,Hoshiai no Sora,https://myanimelist.net/anime/37972/Hoshiai_no_Sora,TV (12 eps),Oct 2019 - Dec 2019,"187,125 members"
1421,Hourou Musuko Specials,https://myanimelist.net/anime/10935/Hourou_Musuko_Specials,Special (2 eps),Aug 2011 - Sep 2011,"9,628 members"
1422,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,https://myanimelist.net/anime/9201/Air_Gear__Kuro_no_Hane_to_Nemuri_no_Mori_-_Break_on_the_Sky,OVA (3 eps),Nov 2010 - Jun 2011,"64,275 members"
1423,Ani ni Tsukeru Kusuri wa Nai! 4,https://myanimelist.net/anime/42238/Ani_ni_Tsukeru_Kusuri_wa_Nai_4,TV (12 eps),Oct 2020 - Dec 2020,"25,969 members"
1424,Ao Haru Ride OVA,https://myanimelist.net/anime/24151/Ao_Haru_Ride_OVA,OVA (2 eps),Aug 2014 - Dec 2014,"139,959 members"
1425,Ao no Exorcist Movie,https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie,Movie (1 eps),Dec 2012 - Dec 2012,"259,819 members"
1426,BanG Dream! 2nd Season,https://myanimelist.net/anime/37869/BanG_Dream_2nd_Season,TV (13 eps),Jan 2019 - Mar 2019,"40,395 members"
1427,Black Jack (TV),https://myanimelist.net/anime/2213/Black_Jack_TV,TV (61 eps),Oct 2004 - Mar 2006,"33,601 members"
1428,Boku no Hero Academia the Movie 3: World Heroes' Mission,https://myanimelist.net/anime/44200/Boku_no_Hero_Academia_the_Movie_3__World_Heroes_Mission,Movie (1 eps),Aug 2021 - Aug 2021,"211,112 members"
1429,Byousoku 5 Centimeter,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter,Movie (3 eps),Mar 2007 - Mar 2007,"890,799 members"
1430,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,https://myanimelist.net/anime/4596/Code_Geass__Hangyaku_no_Lelouch_Special_Edition_-_Black_Rebellion,OVA (1 eps),Feb 2008 - Feb 2008,"40,292 members"
1431,Deaimon,https://myanimelist.net/anime/48779/Deaimon,TV (12 eps),Apr 2022 - Jun 2022,"84,110 members"
1432,Detective Conan: Conan vs. Kid - Shark & Jewel,https://myanimelist.net/anime/9785/Detective_Conan__Conan_vs_Kid_-_Shark___Jewel,Movie (1 eps),Jul 2005 - Jul 2005,"8,016 members"
1433,Doupo Cangqiong 2nd Season,https://myanimelist.net/anime/37176/Doupo_Cangqiong_2nd_Season,ONA (12 eps),Mar 2018 - May 2018,"8,141 members"
1434,Fairy Tail,https://myanimelist.net/anime/6702/Fairy_Tail,TV (175 eps),Oct 2009 - Mar 2013,"1,654,189 members"
1435,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,https://myanimelist.net/anime/38086/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_2_-_Paladin__Agateram,Movie (1 eps),May 2021 - May 2021,"63,161 members"
1436,Free! Movie 1: Timeless Medley - Kizuna,https://myanimelist.net/anime/33845/Free_Movie_1__Timeless_Medley_-_Kizuna,Movie (1 eps),Apr 2017 - Apr 2017,"45,521 members"
1437,Fukigen na Mononokean Tsuzuki,https://myanimelist.net/anime/37958/Fukigen_na_Mononokean_Tsuzuki,TV (13 eps),Jan 2019 - Mar 2019,"48,579 members"
1438,Full Metal Panic! Invisible Victory,https://myanimelist.net/anime/31931/Full_Metal_Panic_Invisible_Victory,TV (12 eps),Apr 2018 - Jul 2018,"93,019 members"
1439,GetBackers,https://myanimelist.net/anime/132/GetBackers,TV (49 eps),Oct 2002 - Sep 2003,"118,420 members"
1440,Higashi no Eden Movie II: Paradise Lost,https://myanimelist.net/anime/6637/Higashi_no_Eden_Movie_II__Paradise_Lost,Movie (1 eps),Mar 2010 - Mar 2010,"141,022 members"
1441,Kara no Kyoukai Movie 1: Fukan Fuukei,https://myanimelist.net/anime/2593/Kara_no_Kyoukai_Movie_1__Fukan_Fuukei,Movie (1 eps),Dec 2007 - Dec 2007,"404,891 members"
1442,Log Horizon 2nd Season,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season,TV (25 eps),Oct 2014 - Mar 2015,"585,362 members"
1443,Momo e no Tegami,https://myanimelist.net/anime/10389/Momo_e_no_Tegami,Movie (1 eps),Apr 2012 - Apr 2012,"78,192 members"
1444,Nisekoi,https://myanimelist.net/anime/18897/Nisekoi,TV (20 eps),Jan 2014 - May 2014,"1,110,327 members"
1445,Noein: Mou Hitori no Kimi e,https://myanimelist.net/anime/584/Noein__Mou_Hitori_no_Kimi_e,TV (24 eps),Oct 2005 - Mar 2006,"88,175 members"
1446,Pokemon (2019),https://myanimelist.net/anime/40351/Pokemon_2019,TV (136 eps),Nov 2019 - Dec 2022,"77,605 members"
1447,Radiant 2nd Season,https://myanimelist.net/anime/39355/Radiant_2nd_Season,TV (21 eps),Oct 2019 - Feb 2020,"101,470 members"
1448,Raison d'être,https://myanimelist.net/anime/40569/Raison_d%C3%AAtre,Music (1 eps),Oct 2019 - Oct 2019,"4,235 members"
1449,Runway de Waratte,https://myanimelist.net/anime/40392/Runway_de_Waratte,TV (12 eps),Jan 2020 - Mar 2020,"120,605 members"
1450,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,https://myanimelist.net/anime/50672/Sasaki_to_Miyano__Koi_ni_Kizuku_Mae_no_Chotto_Shita_Hanashi,OVA (1 eps),Jul 2022 - Jul 2022,"27,275 members"
1451,Sengoku Basara Movie: The Last Party,https://myanimelist.net/anime/9745/Sengoku_Basara_Movie__The_Last_Party,Movie (1 eps),Jun 2011 - Jun 2011,"28,739 members"
1452,Senjou no Valkyria,https://myanimelist.net/anime/5507/Senjou_no_Valkyria,TV (26 eps),Apr 2009 - Sep 2009,"128,347 members"
1453,Shen Yin Wangzuo 2nd Season,https://myanimelist.net/anime/52684/Shen_Yin_Wangzuo_2nd_Season,ONA (26 eps),Nov 2022 -,"1,385 members"
1454,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,https://myanimelist.net/anime/25801/Shouwa_Genroku_Rakugo_Shinjuu__Yotarou_Hourou-hen,OVA (2 eps),Mar 2015 - Aug 2015,"10,596 members"
1455,Strike Witches Movie,https://myanimelist.net/anime/9751/Strike_Witches_Movie,Movie (1 eps),Mar 2012 - Mar 2012,"40,692 members"
1456,Sword Art Online: Alicization - War of Underworld,https://myanimelist.net/anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld,TV (12 eps),Oct 2019 - Dec 2019,"692,596 members"
1457,Tensura Nikki: Tensei shitara Slime Datta Ken,https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken,TV (12 eps),Apr 2021 - Jun 2021,"299,854 members"
1458,Tomo-chan wa Onnanoko!,https://myanimelist.net/anime/52305/Tomo-chan_wa_Onnanoko,TV (13 eps),Jan 2023 -,"182,941 members"
1459,Towa no Quon 6: Towa no Quon,https://myanimelist.net/anime/10717/Towa_no_Quon_6__Towa_no_Quon,Movie (1 eps),Nov 2011 - Nov 2011,"38,745 members"
1460,Tsubasa Chronicle 2nd Season,https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season,TV (26 eps),Apr 2006 - Nov 2006,"114,413 members"
1461,Uchuu Kyoudai: Number Zero,https://myanimelist.net/anime/22583/Uchuu_Kyoudai__Number_Zero,Movie (1 eps),Aug 2014 - Aug 2014,"7,056 members"
1462,World Trigger,https://myanimelist.net/anime/24405/World_Trigger,TV (73 eps),Oct 2014 - Apr 2016,"392,379 members"
1463,Yume-iro Pâtissière SP Professional,https://myanimelist.net/anime/9441/Yume-iro_P%C3%A2tissi%C3%A8re_SP_Professional,TV (13 eps),Oct 2010 - Dec 2010,"39,893 members"
1464,Tsurezure Children,https://myanimelist.net/anime/34902/Tsurezure_Children,TV (12 eps),Jul 2017 - Sep 2017,"683,332 members"
1465,Ushio to Tora (TV),https://myanimelist.net/anime/29854/Ushio_to_Tora_TV,TV (26 eps),Jul 2015 - Dec 2015,"217,188 members"
1466,Wakakusa Monogatari: Nan to Jo-sensei,https://myanimelist.net/anime/2558/Wakakusa_Monogatari__Nan_to_Jo-sensei,TV (40 eps),Jan 1993 - Dec 1993,"6,230 members"
1467,"Yondemasu yo, Azazel-san.",https://myanimelist.net/anime/7762/Yondemasu_yo_Azazel-san,OVA (4 eps),Feb 2010 - Jun 2014,"30,553 members"
1468,Yoru wa Honoka,https://myanimelist.net/anime/48876/Yoru_wa_Honoka,Music (1 eps),Apr 2021 - Apr 2021,"1,942 members"
1469,Yowamushi Pedal Movie,https://myanimelist.net/anime/30413/Yowamushi_Pedal_Movie,Movie (1 eps),Aug 2015 - Aug 2015,"30,004 members"
1470,Yuru Yuri,https://myanimelist.net/anime/10495/Yuru_Yuri,TV (12 eps),Jul 2011 - Sep 2011,"325,439 members"
1471,Aa! Megami-sama! Tatakau Tsubasa,https://myanimelist.net/anime/3090/Aa_Megami-sama_Tatakau_Tsubasa,Special (2 eps),Dec 2007 - Dec 2007,"26,425 members"
1472,Arakawa Under the Bridge,https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge,TV (13 eps),Apr 2010 - Jun 2010,"340,463 members"
1473,Baka to Test to Shoukanjuu: Matsuri,https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri,OVA (2 eps),Feb 2011 - Mar 2011,"122,299 members"
1474,BanG Dream! Morfonication,https://myanimelist.net/anime/51989/BanG_Dream_Morfonication,Special (2 eps),Jul 2022 - Jul 2022,"4,489 members"
1475,Date A Bullet: Dead or Bullet,https://myanimelist.net/anime/40416/Date_A_Bullet__Dead_or_Bullet,Movie (1 eps),Aug 2020 - Aug 2020,"96,862 members"
1476,Detective Conan: Black History,https://myanimelist.net/anime/7303/Detective_Conan__Black_History,Special (1 eps),Dec 2007 - Dec 2007,"7,976 members"
1477,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,https://myanimelist.net/anime/905/Dragon_Ball_Z_Movie_12__Fukkatsu_no_Fusion_Gokuu_to_Vegeta,Movie (1 eps),Mar 1995 - Mar 1995,"142,191 members"
1478,Dragon Quest: Dai no Daibouken (TV),https://myanimelist.net/anime/2229/Dragon_Quest__Dai_no_Daibouken_TV,TV (46 eps),Oct 1991 - Sep 1992,"22,802 members"
1479,Fairy Tail: Final Series,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series,TV (51 eps),Oct 2018 - Sep 2019,"467,969 members"
1480,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,https://myanimelist.net/anime/37109/Hakumei_to_Mikochi__Neji_to_Bed_to_Irori_to_Bakuchi,Special (1 eps),Jun 2018 - Jun 2018,"7,981 members"
1481,Hakuouki: Hekketsuroku,https://myanimelist.net/anime/9065/Hakuouki__Hekketsuroku,TV (10 eps),Oct 2010 - Dec 2010,"83,734 members"
1482,Higashi no Eden: Air Communication,https://myanimelist.net/anime/6927/Higashi_no_Eden__Air_Communication,Movie (1 eps),Sep 2009 - Sep 2009,"33,283 members"
1483,Initial D Battle Stage,https://myanimelist.net/anime/821/Initial_D_Battle_Stage,OVA (1 eps),May 2002 - May 2002,"35,790 members"
1484,K: Return of Kings,https://myanimelist.net/anime/27991/K__Return_of_Kings,TV (13 eps),Oct 2015 - Dec 2015,"316,976 members"
1485,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,https://myanimelist.net/anime/43609/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen_OVA,OVA (1 eps),May 2021 - May 2021,"206,065 members"
1486,Kidou Butouden G Gundam,https://myanimelist.net/anime/96/Kidou_Butouden_G_Gundam,TV (49 eps),Apr 1994 - Mar 1995,"65,537 members"
1487,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,https://myanimelist.net/anime/3466/Kino_no_Tabi__The_Beautiful_World_-_Tou_no_Kuni_-_Free_Lance,Special (1 eps),Oct 2005 - Oct 2005,"36,723 members"
1488,Love Live! Sunshine!! 2nd Season,https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season,TV (13 eps),Oct 2017 - Dec 2017,"109,926 members"
1489,Mahou Sensei Negima!: Mou Hitotsu no Sekai,https://myanimelist.net/anime/6050/Mahou_Sensei_Negima__Mou_Hitotsu_no_Sekai,OVA (4 eps),Sep 2009 - Aug 2010,"24,069 members"
1490,New Game!,https://myanimelist.net/anime/31953/New_Game,TV (12 eps),Jul 2016 - Sep 2016,"412,190 members"
1491,No.6,https://myanimelist.net/anime/10161/No6,TV (11 eps),Jul 2011 - Sep 2011,"415,509 members"
1492,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,https://myanimelist.net/anime/40936/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo__Oretachi_no_Game_Set,OVA (1 eps),Sep 2020 - Sep 2020,"111,545 members"
1493,Penguin Highway,https://myanimelist.net/anime/37407/Penguin_Highway,Movie (1 eps),Aug 2018 - Aug 2018,"77,706 members"
1494,Saint Seiya: Meiou Hades Elysion-hen,https://myanimelist.net/anime/3515/Saint_Seiya__Meiou_Hades_Elysion-hen,OVA (6 eps),Mar 2008 - Aug 2008,"39,382 members"
1495,Sword Art Online Movie: Ordinal Scale,https://myanimelist.net/anime/31765/Sword_Art_Online_Movie__Ordinal_Scale,Movie (1 eps),Feb 2017 - Feb 2017,"684,299 members"
1496,Tada-kun wa Koi wo Shinai,https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai,TV (13 eps),Apr 2018 - Jun 2018,"275,987 members"
1497,Tales of Vesperia: The First Strike,https://myanimelist.net/anime/6046/Tales_of_Vesperia__The_First_Strike,Movie (1 eps),Oct 2009 - Oct 2009,"47,978 members"
1498,Tensei shitara Ken deshita,https://myanimelist.net/anime/49891/Tensei_shitara_Ken_deshita,TV (12 eps),Oct 2022 - Dec 2022,"201,117 members"
1499,"Lupin III: Episode 0 ""First Contact""",https://myanimelist.net/anime/1418/Lupin_III__Episode_0_First_Contact,Special (1 eps),Jul 2002 - Jul 2002,"10,432 members"
1500,Moyashimon,https://myanimelist.net/anime/3001/Moyashimon,TV (11 eps),Oct 2007 - Dec 2007,"70,732 members"
1501,Nodame Cantabile: Finale OVA,https://myanimelist.net/anime/8190/Nodame_Cantabile__Finale_OVA,OVA (1 eps),Apr 2010 - Apr 2010,"28,764 members"
1502,Oemojisangjuui,https://myanimelist.net/anime/53149/Oemojisangjuui,ONA (8 eps),Dec 2022 - Dec 2022,"53,492 members"
1503,Planetarian: Chiisana Hoshi no Yume,https://myanimelist.net/anime/33091/Planetarian__Chiisana_Hoshi_no_Yume,ONA (5 eps),Jul 2016 - Aug 2016,"91,192 members"
1504,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,https://myanimelist.net/anime/36286/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Memory_Snow,Movie (1 eps),Oct 2018 - Oct 2018,"272,900 members"
1505,Sakamoto desu ga?,https://myanimelist.net/anime/32542/Sakamoto_desu_ga,TV (12 eps),Apr 2016 - Jul 2016,"724,995 members"
1506,Seitokai Yakuindomo,https://myanimelist.net/anime/8675/Seitokai_Yakuindomo,TV (13 eps),Jul 2010 - Sep 2010,"472,349 members"
1507,Shakugan no Shana II (Second),https://myanimelist.net/anime/2787/Shakugan_no_Shana_II_Second,TV (24 eps),Oct 2007 - Mar 2008,"300,194 members"
1508,Sora no Otoshimono: Tokeijikake no Angeloid,https://myanimelist.net/anime/9790/Sora_no_Otoshimono__Tokeijikake_no_Angeloid,Movie (1 eps),Jun 2011 - Jun 2011,"129,054 members"
1509,Sword Art Online: Alicization,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization,TV (24 eps),Oct 2018 - Mar 2019,"965,394 members"
1510,Tamayura: More Aggressive,https://myanimelist.net/anime/15731/Tamayura__More_Aggressive,TV (12 eps),Jul 2013 - Sep 2013,"19,728 members"
1511,To LOVE-Ru Darkness 2nd Specials,https://myanimelist.net/anime/31711/To_LOVE-Ru_Darkness_2nd_Specials,Special (2 eps),Feb 2016 - Feb 2016,"92,315 members"
1512,Utawarerumono Specials,https://myanimelist.net/anime/1830/Utawarerumono_Specials,Special (6 eps),Aug 2006 - Feb 2007,"15,296 members"
1513,Xingchen Bian: Po Tian Mi Ju,https://myanimelist.net/anime/50667/Xingchen_Bian__Po_Tian_Mi_Ju,ONA (16 eps),Jan 2022 - Apr 2022,"1,660 members"
1514,Yama no Susume Second Season,https://myanimelist.net/anime/21435/Yama_no_Susume_Second_Season,TV (24 eps),Jul 2014 - Dec 2014,"33,473 members"
1515,Yamada-kun to 7-nin no Majo,https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo,TV (12 eps),Apr 2015 - Jun 2015,"739,145 members"
1516,Yuru Camp△ Specials,https://myanimelist.net/anime/37341/Yuru_Camp%E2%96%B3_Specials,Special (3 eps),Mar 2018 - Jul 2018,"51,115 members"
1517,Angel Beats! Specials,https://myanimelist.net/anime/9062/Angel_Beats_Specials,Special (2 eps),Dec 2010 - Jun 2015,"263,810 members"
1518,Boku no Hero Academia the Movie 1: Futari no Hero,https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero,Movie (1 eps),Aug 2018 - Aug 2018,"694,221 members"
1519,Candy Candy,https://myanimelist.net/anime/2800/Candy_Candy,TV (115 eps),Oct 1976 - Feb 1979,"28,909 members"
1520,Doraemon Movie 07: Nobita to Tetsujin Heidan,https://myanimelist.net/anime/2665/Doraemon_Movie_07__Nobita_to_Tetsujin_Heidan,Movie (1 eps),Mar 1986 - Mar 1986,"7,468 members"
1521,Durarara!!x2 Ketsu: Dufufufu!!,https://myanimelist.net/anime/32915/Durararax2_Ketsu__Dufufufu,Special (1 eps),Jul 2016 - Jul 2016,"52,762 members"
1522,Free! Dive to the Future - Soushun no Build-up!,https://myanimelist.net/anime/38027/Free_Dive_to_the_Future_-_Soushun_no_Build-up,Special (1 eps),Jun 2018 - Jun 2018,"20,793 members"
1523,Gugure! Kokkuri-san,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san,TV (12 eps),Oct 2014 - Dec 2014,"176,103 members"
1524,Hataraku Saibou,https://myanimelist.net/anime/37141/Hataraku_Saibou,TV (13 eps),Jul 2018 - Sep 2018,"612,100 members"
1525,Higashi no Eden Movie I: The King of Eden,https://myanimelist.net/anime/6372/Higashi_no_Eden_Movie_I__The_King_of_Eden,Movie (1 eps),Nov 2009 - Nov 2009,"164,812 members"
1526,Hinomaruzumou,https://myanimelist.net/anime/37007/Hinomaruzumou,TV (24 eps),Oct 2018 - Mar 2019,"114,314 members"
1527,Hokuto no Ken 2,https://myanimelist.net/anime/1356/Hokuto_no_Ken_2,TV (43 eps),Mar 1987 - Feb 1988,"29,470 members"
1528,Hokuto no Ken: Raoh Gaiden Gekitou-hen,https://myanimelist.net/anime/2174/Hokuto_no_Ken__Raoh_Gaiden_Gekitou-hen,Movie (1 eps),Apr 2007 - Apr 2007,"9,659 members"
1529,InuYasha Movie 1: Toki wo Koeru Omoi,https://myanimelist.net/anime/452/InuYasha_Movie_1__Toki_wo_Koeru_Omoi,Movie (1 eps),Dec 2001 - Dec 2001,"98,083 members"
1530,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,https://myanimelist.net/anime/38790/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu,TV (12 eps),Jan 2020 - Mar 2020,"474,918 members"
1531,Jigoku Sensei Nube,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube,TV (49 eps),Apr 1996 - Jun 1997,"19,314 members"
1532,Kami no Tou,https://myanimelist.net/anime/40221/Kami_no_Tou,TV (13 eps),Apr 2020 - Jun 2020,"843,459 members"
1533,Aa! Megami-sama! Sorezore no Tsubasa,https://myanimelist.net/anime/880/Aa_Megami-sama_Sorezore_no_Tsubasa,TV (22 eps),Apr 2006 - Sep 2006,"64,331 members"
1534,Basilisk: Kouga Ninpou Chou,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,TV (24 eps),Apr 2005 - Sep 2005,"179,082 members"
1535,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,https://myanimelist.net/anime/1240/Bishoujo_Senshi_Sailor_Moon_SuperS__Sailor_9_Senshi_Shuuketsu_Black_Dream_Hole_no_Kiseki,Movie (1 eps),Dec 1995 - Dec 1995,"39,376 members"
1536,Chuunibyou demo Koi ga Shitai! Ren,https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren,TV (12 eps),Jan 2014 - Mar 2014,"700,977 members"
1537,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,https://myanimelist.net/anime/4182/Darker_than_Black__Kuro_no_Keiyakusha_-_Sakura_no_Hana_no_Mankai_no_Shita,Special (1 eps),Mar 2008 - Mar 2008,"135,756 members"
1538,Demi-chan wa Kataritai,https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai,TV (12 eps),Jan 2017 - Mar 2017,"397,324 members"
1539,Dragon Ball Super: Super Hero,https://myanimelist.net/anime/48903/Dragon_Ball_Super__Super_Hero,Movie (1 eps),Jun 2022 - Jun 2022,"74,416 members"
1540,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,https://myanimelist.net/anime/986/Dragon_Ball_Z_Special_1__Tatta_Hitori_no_Saishuu_Kessen,Special (1 eps),Oct 1990 - Oct 1990,"98,215 members"
1541,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,TV (13 eps),Apr 2015 - Jun 2015,"1,433,285 members"
1542,Garo Movie: Divine Flame,https://myanimelist.net/anime/28539/Garo_Movie__Divine_Flame,Movie (1 eps),May 2016 - May 2016,"23,667 members"
1543,Gensoumaden Saiyuuki,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki,TV (50 eps),Apr 2000 - Mar 2001,"53,138 members"
1544,Ginga Tetsudou 999 (Movie),https://myanimelist.net/anime/1301/Ginga_Tetsudou_999_Movie,Movie (1 eps),Aug 1979 - Aug 1979,"18,772 members"
1545,Gokushufudou Season 2,https://myanimelist.net/anime/53148/Gokushufudou_Season_2,ONA (5 eps),Jan 2023 - Jan 2023,"46,846 members"
1546,Heya Camp△: Sauna to Gohan to Sanrin Bike,https://myanimelist.net/anime/41061/Heya_Camp%E2%96%B3__Sauna_to_Gohan_to_Sanrin_Bike,Special (1 eps),May 2020 - May 2020,"16,960 members"
1547,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,https://myanimelist.net/anime/31989/Hibike_Euphonium_Movie_1__Kitauji_Koukou_Suisougaku-bu_e_Youkoso,Movie (1 eps),Apr 2016 - Apr 2016,"27,625 members"
